1110100 - Hammer-Head - 1 - 500 - 250 - hpp,66; 
1331105 - IlluminumTG(+5) - 98 - 117000 - 29250 - attmin,51; attmax,60; transgauge,658; 
1311400 - RamMark - 1 - 100 - 100 - hpp,196; 
1311200 - SantaHelmet - 1 - 100 - 100 - hpp,196; 
1311300 - GMParts - 1 - 1 - 1 - hpp,456; 
1321300 - GMParts - 1 - 1 - 1 - atttransmin,78; atttransmax,147; 
1331300 - GMParts - 1 - 1 - 1 - attmin,27; attmax,37; 
7410000 - 테스트캐쉬헤드(농) - 1 - 0 - 0 - 
7410001 - 테스트캐쉬헤드(크리) - 1 - 0 - 0 - hpp,200; crit,75; 
7410002 - 테스트캐쉬헤드(회피) - 1 - 0 - 0 - hpp,200; evade,75; 
7410003 - 테스트캐쉬헤드(스변) - 1 - 0 - 0 - hpp,200; spectrans,100; 
7411500 - Simian - 1 - 0 - 0 - hpp,200; 
7411501 - Simian - 1 - 0 - 1070 - hpp,200; crit,75; 
7411502 - Simian - 1 - 0 - 1070 - hpp,200; evade,75; 
7411503 - Simian - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7411504 - Simian - 1 - 0 - 400 - hpp,200; crit,75; 
7411505 - Simian - 1 - 0 - 400 - hpp,200; evade,75; 
7411506 - Simian - 1 - 0 - 400 - hpp,200; spectrans,100; 
7411507 - Simian - 1 - 0 - 90 - hpp,200; crit,75; 
7411508 - Simian - 1 - 0 - 90 - hpp,200; evade,75; 
7411509 - Simian - 1 - 0 - 90 - hpp,200; spectrans,100; 
9411501 - Simian(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9411502 - Simian(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9411503 - Simian(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7411600 - DireFang - 1 - 0 - 0 - hpp,200; 
7411601 - DireFang - 1 - 0 - 1070 - hpp,200; crit,75; 
7411602 - DireFang - 1 - 0 - 1070 - hpp,200; evade,75; 
7411603 - DireFang - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7411604 - DireFang - 1 - 0 - 400 - hpp,200; crit,75; 
7411605 - DireFang - 1 - 0 - 400 - hpp,200; evade,75; 
7411606 - DireFang - 1 - 0 - 400 - hpp,200; spectrans,100; 
7411607 - DireFang - 1 - 0 - 90 - hpp,200; crit,75; 
7411608 - DireFang - 1 - 0 - 90 - hpp,200; evade,75; 
7411609 - DireFang - 1 - 0 - 90 - hpp,200; spectrans,100; 
9411601 - DireFang(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9411602 - DireFang(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9411603 - DireFang(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7411700 - Crawler - 1 - 0 - 0 - hpp,200; 
7411701 - Crawler - 1 - 0 - 1070 - hpp,200; crit,75; 
7411702 - Crawler - 1 - 0 - 1070 - hpp,200; evade,75; 
7411703 - Crawler - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7411704 - Crawler - 1 - 0 - 400 - hpp,200; crit,75; 
7411705 - Crawler - 1 - 0 - 400 - hpp,200; evade,75; 
7411706 - Crawler - 1 - 0 - 400 - hpp,200; spectrans,100; 
7411707 - Crawler - 1 - 0 - 90 - hpp,200; crit,75; 
7411708 - Crawler - 1 - 0 - 90 - hpp,200; evade,75; 
7411709 - Crawler - 1 - 0 - 90 - hpp,200; spectrans,100; 
9411701 - Crawler(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9411702 - Crawler(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9411703 - Crawler(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7411800 - Draconla - 1 - 0 - 0 - hpp,200; 
7411801 - Draconla - 1 - 0 - 1070 - hpp,200; crit,75; 
7411802 - Draconla - 1 - 0 - 1070 - hpp,200; evade,75; 
7411803 - Draconla - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7411804 - Draconla - 1 - 0 - 400 - hpp,200; crit,75; 
7411805 - Draconla - 1 - 0 - 400 - hpp,200; evade,75; 
7411806 - Draconla - 1 - 0 - 400 - hpp,200; spectrans,100; 
7411807 - Draconla - 1 - 0 - 90 - hpp,200; crit,75; 
7411808 - Draconla - 1 - 0 - 90 - hpp,200; evade,75; 
7411809 - Draconla - 1 - 0 - 90 - hpp,200; spectrans,100; 
9411801 - Draconla(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9411802 - Draconla(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9411803 - Draconla(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7411900 - Chomp - 1 - 0 - 0 - hpp,200; 
7411901 - Chomp - 1 - 0 - 1070 - hpp,200; crit,75; 
7411902 - Chomp - 1 - 0 - 1070 - hpp,200; evade,75; 
7411903 - Chomp - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7411904 - Chomp - 1 - 0 - 400 - hpp,200; crit,75; 
7411905 - Chomp - 1 - 0 - 400 - hpp,200; evade,75; 
7411906 - Chomp - 1 - 0 - 400 - hpp,200; spectrans,100; 
7411907 - Chomp - 1 - 0 - 90 - hpp,200; crit,75; 
7411908 - Chomp - 1 - 0 - 90 - hpp,200; evade,75; 
7411909 - Chomp - 1 - 0 - 90 - hpp,200; spectrans,100; 
9411901 - Chomp(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9411902 - Chomp(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9411903 - Chomp(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7412000 - Dragoon - 1 - 0 - 0 - hpp,200; 
7412001 - Dragoon - 1 - 0 - 1070 - hpp,200; crit,75; 
7412002 - Dragoon - 1 - 0 - 1070 - hpp,200; evade,75; 
7412003 - Dragoon - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7412004 - Dragoon - 1 - 0 - 400 - hpp,200; crit,75; 
7412005 - Dragoon - 1 - 0 - 400 - hpp,200; evade,75; 
7412006 - Dragoon - 1 - 0 - 400 - hpp,200; spectrans,100; 
7412007 - Dragoon - 1 - 0 - 90 - hpp,200; crit,75; 
7412008 - Dragoon - 1 - 0 - 90 - hpp,200; evade,75; 
7412009 - Dragoon - 1 - 0 - 90 - hpp,200; spectrans,100; 
9412001 - Dragoon(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9412002 - Dragoon(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9412003 - Dragoon(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7412100 - Jack - 1 - 0 - 0 - hpp,200; 
7412101 - Jack - 1 - 0 - 1070 - hpp,200; crit,75; 
7412102 - Jack - 1 - 0 - 1070 - hpp,200; evade,75; 
7412103 - Jack - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7412104 - Jack - 1 - 0 - 400 - hpp,200; crit,75; 
7412105 - Jack - 1 - 0 - 400 - hpp,200; evade,75; 
7412106 - Jack - 1 - 0 - 400 - hpp,200; spectrans,100; 
7412107 - Jack - 1 - 0 - 90 - hpp,200; crit,75; 
7412108 - Jack - 1 - 0 - 90 - hpp,200; evade,75; 
7412109 - Jack - 1 - 0 - 90 - hpp,200; spectrans,100; 
9412101 - Jack - 1 - 0 - 0 - hpp,150; transgauge,110; spectrans,110; 
9412102 - Jack(Drop) - 1 - 0 - 0 - hpp,100; spectrans,75; 
9412103 - Jack(Drop) - 1 - 0 - 0 - hpp,100; crit,50; 
7412200 - Lucius - 1 - 0 - 0 - hpp,200; 
7412201 - Lucius - 1 - 0 - 1070 - hpp,200; crit,75; 
7412202 - Lucius - 1 - 0 - 1070 - hpp,200; evade,75; 
7412203 - Lucius - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7412204 - Lucius - 1 - 0 - 400 - hpp,200; crit,75; 
7412205 - Lucius - 1 - 0 - 400 - hpp,200; evade,75; 
7412206 - Lucius - 1 - 0 - 400 - hpp,200; spectrans,100; 
7412207 - Lucius - 1 - 0 - 90 - hpp,200; crit,75; 
7412208 - Lucius - 1 - 0 - 90 - hpp,200; evade,75; 
7412209 - Lucius - 1 - 0 - 90 - hpp,200; spectrans,100; 
9412201 - Lucius(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9412202 - Lucius(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9412203 - Lucius(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7412300 - 닥터바우트 - 1 - 0 - 0 - hpp,200; 
7412301 - 닥터바우트 - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7412302 - 닥터바우트 - 1 - 0 - 1070 - 
7412303 - 닥터바우트 - 1 - 0 - 1070 - hpp,200; 
7412304 - 닥터바우트 - 1 - 0 - 400 - hpp,200; spectrans,100; 
7412305 - 닥터바우트 - 1 - 0 - 400 - 
7412306 - 닥터바우트 - 1 - 0 - 400 - hpp,200; 
7412307 - 닥터바우트 - 1 - 0 - 90 - hpp,200; spectrans,100; 
7412308 - 닥터바우트 - 1 - 0 - 90 - 
7412309 - 닥터바우트 - 1 - 0 - 90 - hpp,200; 
9412301 - 닥터바우트(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9412302 - 닥터바우트(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9412303 - 닥터바우트(Drop) - 15 - 0 - 0 - hpp,100; crit,50; spectrans,100; 
7412400 - Techie - 1 - 0 - 0 - hpp,200; 
7412401 - Techie - 1 - 0 - 1070 - hpp,200; crit,75; 
7412402 - Techie - 1 - 0 - 1070 - hpp,200; evade,75; 
7412403 - Techie - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7412404 - Techie - 1 - 0 - 400 - hpp,200; crit,75; 
7412405 - Techie - 1 - 0 - 400 - hpp,200; evade,75; 
7412406 - Techie - 1 - 0 - 400 - hpp,200; spectrans,100; 
7412407 - Techie - 1 - 0 - 90 - hpp,200; crit,75; 
7412408 - Techie - 1 - 0 - 90 - hpp,200; evade,75; 
7412409 - Techie - 1 - 0 - 90 - hpp,200; spectrans,100; 
9412401 - Techie(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9412402 - Techie(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9412403 - Techie(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7412500 - Stripes - 1 - 0 - 0 - hpp,200; 
7412501 - Stripes - 1 - 0 - 1070 - hpp,200; crit,75; 
7412502 - Stripes - 1 - 0 - 1070 - hpp,200; evade,75; 
7412503 - Stripes - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7412504 - Stripes - 1 - 0 - 400 - hpp,200; crit,75; 
7412505 - Stripes - 1 - 0 - 400 - hpp,200; evade,75; 
7412506 - Stripes - 1 - 0 - 400 - hpp,200; spectrans,100; 
7412507 - Stripes - 1 - 0 - 90 - hpp,200; crit,75; 
7412508 - Stripes - 1 - 0 - 90 - hpp,200; evade,75; 
7412509 - Stripes - 1 - 0 - 90 - hpp,200; spectrans,100; 
9412501 - Stripes(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9412502 - Stripes(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9412503 - Stripes(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7412600 - Pamplona - 1 - 0 - 0 - hpp,200; 
7412601 - Pamplona - 1 - 0 - 1070 - hpp,200; crit,75; 
7412602 - Pamplona - 1 - 0 - 1070 - hpp,200; evade,75; 
7412603 - Pamplona - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7412604 - Pamplona - 1 - 0 - 400 - hpp,200; crit,75; 
7412605 - Pamplona - 1 - 0 - 400 - hpp,200; evade,75; 
7412606 - Pamplona - 1 - 0 - 400 - hpp,200; spectrans,100; 
7412607 - Pamplona - 1 - 0 - 90 - hpp,200; crit,75; 
7412608 - Pamplona - 1 - 0 - 90 - hpp,200; evade,75; 
7412609 - Pamplona - 1 - 0 - 90 - hpp,200; spectrans,100; 
9412601 - Pamplona(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9412602 - Pamplona(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9412603 - Pamplona(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7412800 - Spike - 1 - 0 - 0 - hpp,200; 
7412801 - Spike - 1 - 0 - 1070 - hpp,200; crit,75; 
7412802 - Spike - 1 - 0 - 1070 - hpp,200; evade,75; 
7412803 - Spike - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7412804 - Spike - 1 - 0 - 400 - hpp,200; crit,75; 
7412805 - Spike - 1 - 0 - 400 - hpp,200; evade,75; 
7412806 - Spike - 1 - 0 - 400 - hpp,200; spectrans,100; 
7412807 - Spike - 1 - 0 - 90 - hpp,200; crit,75; 
7412808 - Spike - 1 - 0 - 90 - hpp,200; evade,75; 
7412809 - Spike - 1 - 0 - 90 - hpp,200; spectrans,100; 
9412801 - Spike(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9412802 - Spike(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9412803 - Spike(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7413900 - 진짜모니터 - 1 - 0 - 0 - hpp,200; 
7413901 - 진짜모니터 - 1 - 0 - 1070 - hpp,200; crit,75; 
7413902 - 진짜모니터 - 1 - 0 - 1070 - hpp,200; evade,75; 
7413903 - 진짜모니터 - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7413904 - 진짜모니터 - 1 - 0 - 400 - hpp,200; crit,75; 
7413905 - 진짜모니터 - 1 - 0 - 400 - hpp,200; evade,75; 
7413906 - 진짜모니터 - 1 - 0 - 400 - hpp,200; spectrans,100; 
7413907 - 진짜모니터 - 1 - 0 - 90 - hpp,200; crit,75; 
7413908 - 진짜모니터 - 1 - 0 - 90 - hpp,200; evade,75; 
7413909 - 진짜모니터 - 1 - 0 - 90 - hpp,200; spectrans,100; 
9413901 - 진짜모니터(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9413902 - 진짜모니터(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9413903 - 진짜모니터(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7414100 - Goldie - 1 - 0 - 0 - hpp,200; 
7414101 - Goldie - 1 - 0 - 1070 - hpp,200; crit,75; 
7414102 - Goldie - 1 - 0 - 1070 - hpp,200; evade,75; 
7414103 - Goldie - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7414104 - Goldie - 1 - 0 - 400 - hpp,200; crit,75; 
7414105 - Goldie - 1 - 0 - 400 - hpp,200; evade,75; 
7414106 - Goldie - 1 - 0 - 400 - hpp,200; spectrans,100; 
7414107 - Goldie - 1 - 0 - 90 - hpp,200; crit,75; 
7414108 - Goldie - 1 - 0 - 90 - hpp,200; evade,75; 
7414109 - Goldie - 1 - 0 - 90 - hpp,200; spectrans,100; 
9414101 - Goldie(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9414102 - Goldie(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9414103 - Goldie(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7414600 - Clump - 1 - 0 - 0 - hpp,200; 
7414601 - Clump - 1 - 0 - 1070 - hpp,200; crit,75; 
7414602 - Clump - 1 - 0 - 1070 - hpp,200; evade,75; 
7414603 - Clump - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7414604 - Clump - 1 - 0 - 400 - hpp,200; crit,75; 
7414605 - Clump - 1 - 0 - 400 - hpp,200; evade,75; 
7414606 - Clump - 1 - 0 - 400 - hpp,200; spectrans,100; 
7414607 - Clump - 1 - 0 - 90 - hpp,200; crit,75; 
7414608 - Clump - 1 - 0 - 90 - hpp,200; evade,75; 
7414609 - Clump - 1 - 0 - 90 - hpp,200; spectrans,100; 
9414601 - Clump(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9414602 - Clump(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9414603 - Clump(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7414700 - 팬더Z - 1 - 0 - 0 - hpp,200; 
7414701 - 팬더Z - 1 - 0 - 860 - hpp,200; crit,75; 
7414702 - 팬더Z - 1 - 0 - 860 - hpp,200; evade,75; 
7414703 - 팬더Z - 1 - 0 - 860 - hpp,200; spectrans,100; 
7414704 - 팬더Z - 1 - 0 - 400 - hpp,200; crit,75; 
7414705 - 팬더Z - 1 - 0 - 400 - hpp,200; evade,75; 
7414706 - 팬더Z - 1 - 0 - 400 - hpp,200; spectrans,100; 
7414707 - 팬더Z - 1 - 0 - 90 - hpp,200; crit,75; 
7414708 - 팬더Z - 1 - 0 - 90 - hpp,200; evade,75; 
7414709 - 팬더Z - 1 - 0 - 90 - hpp,200; spectrans,100; 
9414701 - 팬더Z(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9414702 - 팬더Z(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9414703 - 팬더Z(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7414800 - Ripper - 1 - 0 - 0 - hpp,200; 
7414801 - Ripper - 1 - 0 - 1070 - hpp,200; crit,75; 
7414802 - Ripper - 1 - 0 - 1070 - hpp,200; evade,75; 
7414803 - Ripper - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7414804 - Ripper - 1 - 0 - 400 - hpp,200; crit,75; 
7414805 - Ripper - 1 - 0 - 400 - hpp,200; evade,75; 
7414806 - Ripper - 1 - 0 - 400 - hpp,200; spectrans,100; 
7414807 - Ripper - 1 - 0 - 90 - hpp,200; crit,75; 
7414808 - Ripper - 1 - 0 - 90 - hpp,200; evade,75; 
7414809 - Ripper - 1 - 0 - 90 - hpp,200; spectrans,100; 
9414801 - Ripper(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9414802 - Ripper(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9414803 - Ripper(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7415000 - Ronan - 1 - 0 - 0 - hpp,200; 
7415001 - Ronan - 1 - 0 - 1070 - hpp,200; crit,75; 
7415002 - Ronan - 1 - 0 - 1070 - hpp,200; evade,75; 
7415003 - Ronan - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7415004 - Ronan - 1 - 0 - 400 - hpp,200; crit,75; 
7415005 - Ronan - 1 - 0 - 400 - hpp,200; evade,75; 
7415006 - Ronan - 1 - 0 - 400 - hpp,200; spectrans,100; 
7415007 - Ronan - 1 - 0 - 90 - hpp,200; crit,75; 
7415008 - Ronan - 1 - 0 - 90 - hpp,200; evade,75; 
7415009 - Ronan - 1 - 0 - 90 - hpp,200; spectrans,100; 
9415001 - Ronan(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9415002 - Ronan(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9415003 - Ronan(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7415200 - Spartan - 1 - 0 - 0 - hpp,200; 
7415201 - Spartan - 1 - 0 - 1070 - hpp,200; crit,75; 
7415202 - Spartan - 1 - 0 - 1070 - hpp,200; evade,75; 
7415203 - Spartan - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7415204 - Spartan - 1 - 0 - 400 - hpp,200; crit,75; 
7415205 - Spartan - 1 - 0 - 400 - hpp,200; evade,75; 
7415206 - Spartan - 1 - 0 - 400 - hpp,200; spectrans,100; 
7415207 - Spartan - 1 - 0 - 90 - hpp,200; crit,75; 
7415208 - Spartan - 1 - 0 - 90 - hpp,200; evade,75; 
7415209 - Spartan - 1 - 0 - 90 - hpp,200; spectrans,100; 
9415201 - Spartan(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9415202 - Spartan(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9415203 - Spartan(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7415300 - Fierce - 1 - 0 - 0 - hpp,200; 
7415301 - Fierce - 1 - 0 - 1070 - hpp,200; crit,75; 
7415302 - Fierce - 1 - 0 - 1070 - hpp,200; evade,75; 
7415303 - Fierce - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7415304 - Fierce - 1 - 0 - 400 - hpp,200; crit,75; 
7415305 - Fierce - 1 - 0 - 400 - hpp,200; evade,75; 
7415306 - Fierce - 1 - 0 - 400 - hpp,200; spectrans,100; 
7415307 - Fierce - 1 - 0 - 90 - hpp,200; crit,75; 
7415308 - Fierce - 1 - 0 - 90 - hpp,200; evade,75; 
7415309 - Fierce - 1 - 0 - 90 - hpp,200; spectrans,100; 
9415301 - Fierce(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9415302 - Fierce(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9415303 - Fierce(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7415400 - 크롬나이트 - 1 - 0 - 0 - hpp,200; 
7415401 - 크롬나이트 - 1 - 0 - 860 - hpp,200; crit,75; 
7415402 - 크롬나이트 - 1 - 0 - 860 - hpp,200; evade,75; 
7415403 - 크롬나이트 - 1 - 0 - 860 - hpp,200; spectrans,100; 
7415404 - 크롬나이트 - 1 - 0 - 400 - hpp,200; crit,75; 
7415405 - 크롬나이트 - 1 - 0 - 400 - hpp,200; evade,75; 
7415406 - 크롬나이트 - 1 - 0 - 400 - hpp,200; spectrans,100; 
7415407 - 크롬나이트 - 1 - 0 - 90 - hpp,200; crit,75; 
7415408 - 크롬나이트 - 1 - 0 - 90 - hpp,200; evade,75; 
7415409 - 크롬나이트 - 1 - 0 - 90 - hpp,200; spectrans,100; 
9415401 - 크롬나이트(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9415402 - 크롬나이트(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9415403 - 크롬나이트(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7415600 - Templar - 1 - 0 - 0 - hpp,200; 
7415601 - Templar - 1 - 0 - 1070 - hpp,200; crit,75; 
7415602 - Templar - 1 - 0 - 1070 - hpp,200; evade,75; 
7415603 - Templar - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7415604 - Templar - 1 - 0 - 400 - hpp,200; crit,75; 
7415605 - Templar - 1 - 0 - 400 - hpp,200; evade,75; 
7415606 - Templar - 1 - 0 - 400 - hpp,200; spectrans,100; 
7415607 - Templar - 1 - 0 - 90 - hpp,200; crit,75; 
7415608 - Templar - 1 - 0 - 90 - hpp,200; evade,75; 
7415609 - Templar - 1 - 0 - 90 - hpp,200; spectrans,100; 
9415601 - Templar(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9415602 - Templar(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9415603 - Templar(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7415800 - MechSongoku - 1 - 0 - 0 - hpp,200; 
7415801 - MechSongoku - 1 - 0 - 110 - hpp,200; crit,75; 
7415802 - MechSongoku - 1 - 0 - 110 - hpp,200; evade,75; 
7415803 - MechSongoku - 1 - 0 - 110 - hpp,200; spectrans,100; 
7415804 - MechSongoku - 1 - 0 - 40 - hpp,200; crit,75; 
7415805 - MechSongoku - 1 - 0 - 40 - hpp,200; evade,75; 
7415806 - MechSongoku - 1 - 0 - 40 - hpp,200; spectrans,100; 
7415807 - MechSongoku - 1 - 0 - 10 - hpp,200; crit,75; 
7415808 - MechSongoku - 1 - 0 - 10 - hpp,200; evade,75; 
7415809 - MechSongoku - 1 - 0 - 10 - hpp,200; spectrans,100; 
9415801 - MechSongok(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9415802 - MechSongok(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9415803 - MechSongok(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7415900 - Footer - 1 - 0 - 0 - hpp,200; 
7415901 - Footer - 1 - 0 - 1070 - hpp,200; crit,75; 
7415902 - Footer - 1 - 0 - 1070 - hpp,200; evade,75; 
7415903 - Footer - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7415904 - Footer - 1 - 0 - 400 - hpp,200; crit,75; 
7415905 - Footer - 1 - 0 - 400 - hpp,200; evade,75; 
7415906 - Footer - 1 - 0 - 400 - hpp,200; spectrans,100; 
7415907 - Footer - 1 - 0 - 90 - hpp,200; crit,75; 
7415908 - Footer - 1 - 0 - 90 - hpp,200; evade,75; 
7415909 - Footer - 1 - 0 - 90 - hpp,200; spectrans,100; 
9415901 - Footer(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9415902 - Footer(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9415903 - Footer(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7416000 - Igor - 1 - 0 - 0 - hpp,200; 
7416001 - Igor - 1 - 0 - 1140 - hpp,200; crit,75; 
7416002 - Igor - 1 - 0 - 1140 - hpp,200; evade,75; 
7416003 - Igor - 1 - 0 - 1140 - hpp,200; spectrans,100; 
7416004 - Igor - 1 - 0 - 450 - hpp,200; crit,75; 
7416005 - Igor - 1 - 0 - 450 - hpp,200; evade,75; 
7416006 - Igor - 1 - 0 - 450 - hpp,200; spectrans,100; 
7416007 - Igor - 1 - 0 - 100 - hpp,200; crit,75; 
7416008 - Igor - 1 - 0 - 100 - hpp,200; evade,75; 
7416009 - Igor - 1 - 0 - 100 - hpp,200; spectrans,100; 
9416001 - Igor(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9416002 - Igor(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9416003 - Igor(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7416100 - SantaHelmet - 1 - 0 - 0 - hpp,200; 
7416101 - SantaHelmet - 1 - 0 - 1070 - hpp,200; crit,75; 
7416102 - SantaHelmet - 1 - 0 - 1070 - hpp,200; evade,75; 
7416103 - SantaHelmet - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7416104 - SantaHelmet - 1 - 0 - 400 - hpp,200; crit,75; 
7416105 - SantaHelmet - 1 - 0 - 400 - hpp,200; evade,75; 
7416106 - SantaHelmet - 1 - 0 - 400 - hpp,200; spectrans,100; 
7416107 - SantaHelmet - 1 - 0 - 90 - hpp,200; crit,75; 
7416108 - SantaHelmet - 1 - 0 - 90 - hpp,200; evade,75; 
7416109 - SantaHelmet - 1 - 0 - 90 - hpp,200; spectrans,100; 
9416101 - SantaHelme(Drop) - 15 - 0 - 0 - hpp,100; evade,50; 
9416102 - SantaHelme(Drop) - 15 - 0 - 0 - hpp,100; spectrans,75; 
9416103 - SantaHelme(Drop) - 15 - 0 - 0 - hpp,100; crit,50; 
7416200 - 바우트레인져 - 1 - 0 - 0 - hpp,200; 
7416201 - 바우트레인져 - 1 - 0 - 1070 - hpp,200; spectrans,100; 
7416202 - 바우트레인져 - 1 - 0 - 1070 - hpp,200; crit,75; 
7416203 - 바우트레인져 - 1 - 0 - 1070 - hpp,200; evade,75; 
7416204 - 바우트레인져 - 1 - 0 - 400 - hpp,200; spectrans,100; 
7416205 - 바우트레인져 - 1 - 0 - 400 - hpp,200; crit,75; 
7416206 - 바우트레인져 - 1 - 0 - 400 - hpp,200; evade,75; 
7416207 - 바우트레인져 - 1 - 0 - 90 - hpp,200; spectrans,100; 
7416208 - 바우트레인져 - 1 - 0 - 90 - hpp,200; crit,75; 
7416209 - 바우트레인져 - 1 - 0 - 90 - hpp,200; evade,75; 
9416201 - 바우트레인져(Drop) - 15 - 0 - 0 - hpp,100; crit,75; evade,50; 
9416202 - 바우트레인져(Drop) - 15 - 0 - 0 - hpp,100; evade,75; spectrans,75; 
9416203 - 바우트레인져(Drop) - 15 - 0 - 0 - hpp,100; crit,50; spectrans,100; 
7416300 - ThunderHead - 1 - 0 - 0 - hpp,200; 
